	CAD	biochemistry_Cholesterol	biochemistry_Glucose	biochemistry_HDLcholesterol	biochemistry_HbA1c	biochemistry_LDLdirect	biochemistry_Triglycerides	biochemistry_VitaminD	blood_EOSINOPHIL_COUNT	blood_HIGH_LIGHT_SCATTER_RETICULOCYTE_COUNT	blood_MEAN_CORPUSCULAR_HEMOGLOBIN	blood_MEAN_PLATELET_VOL	blood_MONOCYTE_COUNT	blood_PLATELET_COUNT	blood_RBC_DISTRIB_WIDTH	blood_RED_COUNT	blood_WHITE_COUNT	bmd_HEEL_TSCOREz	body_BALDING1	body_BMIz	body_HEIGHTz	body_WHRadjBMIz	bp_DIASTOLICadjMEDz	bp_SYSTOLICadjMEDz	cov_EDU_COLLEGE	cov_SMOKING_STATUS	disease_AID_ALL	disease_ALLERGY_ECZEMA_DIAGNOSED	disease_ASTHMA_DIAGNOSED	disease_CARDIOVASCULAR	disease_DERMATOLOGY	disease_DIABETES_ANY_DIAGNOSED	disease_ENDOCRINE_DIABETES	disease_HI_CHOL_SELF_REP	disease_HYPERTENSION_DIAGNOSED	disease_HYPOTHYROIDISM_SELF_REP	disease_PSORIASIS	disease_RESPIRATORY_ENT	disease_T2D	disease_THYROID_ANY_SELF_REP	lung_FEV1FVCzSMOKE	lung_FVCzSMOKE	mental_NEUROTICISM	other_MORNINGPERSON	pigment_HAIR	pigment_TANNING	repro_ChildLess	repro_MENARCHE_AGE	repro_NumberChildrenEverBorn_Pooled
Ancient_Sequence_Age_Human_Enhancer	17.423223	13.984198	18.46753	11.898489	11.354204	13.417786	12.590422	11.170629	11.152325	11.153678	11.2474	9.725176	11.0819435	10.672816	11.724496	10.555703	10.638712	10.371213	12.642693	6.3140726	9.222894	10.601175	9.902634	9.6061125	6.9121866	7.2193804	15.745256	13.871677	15.351925	10.442014	24.99263	15.108141	13.677627	17.285042	10.823211	14.153671	21.642931	14.3873625	13.169241	14.436914	9.349567	9.335932	6.2898564	7.9163933	12.586499	13.498352	9.117999	8.420207	8.299462
Ancient_Sequence_Age_Human_Enhancer.flanking.500	4.7402477	5.361049	5.2233315	4.4663715	5.197504	5.691418	4.4914384	3.5592985	5.1164064	4.6247554	5.457208	5.1707883	5.547858	5.103956	5.5010886	4.8513465	5.251844	3.8678572	4.310214	2.3367357	4.03253	4.187858	3.83294	3.616743	2.1822264	2.1425254	5.0829816	4.405501	4.33106	3.8790133	6.463462	4.2288084	4.0301633	5.4845877	3.827722	5.3878083	6.2004147	4.6947904	3.9270768	5.5039706	3.7209084	3.1731713	2.1040034	2.2393749	4.5568323	4.0525284	2.0815725	2.5727901	2.1086814
Ancient_Sequence_Age_Human_Promoter	17.641699	21.33715	21.014286	15.271521	13.7599945	18.331408	15.944422	10.286512	16.150944	16.298563	18.95562	19.788542	17.47133	17.911299	23.511389	15.288337	14.279837	13.123737	12.804118	5.313042	14.395953	11.4630785	11.323367	10.578258	5.636737	5.527309	18.013666	16.924625	17.432516	10.002362	27.87573	15.64433	12.121533	18.602438	11.145121	17.099998	22.401926	13.42861	11.924251	18.558594	10.316331	9.715264	4.484214	6.3297915	17.697388	13.381921	6.611714	7.242401	6.0960355
Ancient_Sequence_Age_Human_Promoter.flanking.500	14.230044	14.026597	15.892752	10.82702	10.832496	13.4427805	11.239857	8.860706	11.280575	10.987347	12.620119	11.9539	12.216319	11.874052	14.23619	10.784828	10.941516	8.992508	10.47803	4.7433205	9.085172	9.110313	8.469794	8.016072	5.1100736	5.3727574	13.680297	11.922828	12.592122	8.605964	22.144484	12.138875	10.692513	15.112203	8.971328	13.148179	18.875738	11.889799	10.408663	13.578576	7.8811493	7.4368186	4.700668	5.6563845	11.696357	10.834757	6.622727	6.2250943	6.039234
BivFlnk	12.652632	10.126835	12.960172	8.979978	8.225778	9.462763	9.463796	8.718221	8.252614	8.501532	8.444596	7.8235865	8.139918	8.172972	9.019243	8.00742	7.7839637	8.126424	9.466953	5.265581	7.41851	8.027649	7.6812925	7.547682	5.8446484	6.142284	11.2786875	10.363374	11.3974905	8.009002	16.170673	11.2872	10.488377	12.097481	8.35453	10.027655	14.457326	10.633332	10.122985	10.208382	7.30059	7.505579	5.368486	6.747298	9.506756	10.232811	8.133855	7.027235	7.2433243
BivFlnk.flanking.500	4.3878345	4.8612227	4.744449	4.2107067	4.0347595	4.5744376	4.286673	3.4302137	4.3442507	4.3510137	4.672036	4.7813845	4.5236864	4.556086	5.136726	4.2308335	4.1180263	3.9838436	3.8482406	2.4666207	4.1622167	3.6893349	3.6976047	3.5863008	2.5146263	2.4145792	4.4758515	4.3821564	4.4209476	3.39975	5.306583	4.196106	3.7213168	4.5253167	3.6087708	4.4062996	4.8646264	3.8801124	3.6833422	4.5746937	3.5395792	3.4401255	2.1188726	2.7560894	4.48622	3.9180589	2.8106458	2.9471295	2.637012
CTCF_Hoffman	0.69392985	0.89199793	0.75440484	0.82608604	0.8327465	0.86570466	0.819321	0.6074447	0.9031417	0.8895311	0.93718624	0.9950763	0.925363	0.93562096	0.9613905	0.8971656	0.87009585	0.835195	0.7008559	0.5235683	0.94477946	0.7580282	0.78601396	0.7538617	0.46008396	0.38963398	0.7725528	0.7873203	0.74174577	0.65719175	0.7676895	0.6931784	0.6130457	0.74457234	0.69720715	0.80947775	0.738178	0.65731525	0.6123552	0.838928	0.7741007	0.68814325	0.36766717	0.46201977	0.86125433	0.6667841	0.36622283	0.53283364	0.38253385
CTCF_Hoffman.flanking.500	1.1672364	1.610748	1.2973166	1.4085555	1.4175538	1.5371594	1.3952855	0.99301577	1.5884339	1.5543597	1.7270976	1.8949767	1.6830716	1.7074634	1.872561	1.5610288	1.5136877	1.3881115	1.1550992	0.83751273	1.628623	1.2446285	1.2849377	1.2282093	0.7575734	0.657392	1.314962	1.3402612	1.257227	1.0708591	1.3441532	1.1616312	1.0043886	1.2654711	1.143407	1.3956838	1.266365	1.0847343	1.0062803	1.4636657	1.251666	1.1188265	0.61499745	0.7639524	1.4973205	1.1058562	0.6383303	0.8694956	0.65349555
Coding_UCSC	9.336786	11.192071	10.946041	8.53604	7.803633	9.920633	8.865008	5.9947824	8.930722	8.99539	10.0008335	10.204291	9.41701	9.612779	11.899934	8.494086	8.013113	7.5900774	7.311978	3.5190816	8.198951	6.803183	6.7536855	6.3516483	3.6476068	3.442538	9.6479435	9.362935	9.54962	5.933986	13.407821	8.615018	6.7652235	9.788675	6.550849	9.301371	11.162955	7.383369	6.7113795	9.931959	6.229544	5.9105024	2.864667	3.9974635	9.685528	7.5178137	3.923059	4.5456634	3.73353
Coding_UCSC.flanking.500	1.9814055	2.450852	2.1871207	2.1039746	2.072265	2.326644	2.1092143	1.5887158	2.284034	2.2522695	2.4916394	2.625694	2.4050071	2.4392138	2.7222626	2.2430625	2.1654124	1.9983264	1.8189251	1.2783787	2.2395122	1.8510101	1.8665835	1.792611	1.2069601	1.1050534	2.1229088	2.073779	2.0061903	1.6545206	2.45912	1.8924137	1.6716553	2.116967	1.7551827	2.1753306	2.252135	1.8007256	1.6627643	2.269044	1.8110784	1.6575395	1.0479044	1.2188373	2.2310653	1.780537	1.1103829	1.354178	1.1198359
Conserved_LindbladToh	15.290379	10.231193	14.872769	10.013744	7.622823	8.750345	10.723797	11.499224	7.784049	8.8372755	7.4976773	6.7883544	7.0149665	7.55772	8.160623	7.7157855	6.9460435	9.694138	11.053746	7.89145	7.9878197	8.871719	8.977666	9.215816	9.8591795	10.910496	12.386609	12.537988	14.619619	9.468674	16.659777	14.59607	13.176228	12.720098	10.218929	9.962929	14.586965	11.857471	12.952584	10.050312	8.522966	10.293562	8.637387	11.851111	10.690386	13.093536	16.12463	11.028271	13.543605
Conserved_LindbladToh.flanking.500	1.4519753	1.6412501	1.4784997	1.6273994	1.5807382	1.610436	1.6209438	1.5345263	1.6422986	1.6632806	1.6591303	1.6972064	1.6387227	1.6636815	1.6925613	1.6374191	1.5895875	1.6702933	1.5550231	1.5923367	1.722448	1.5952063	1.6354693	1.633807	1.5835193	1.5321568	1.549021	1.5768423	1.5057203	1.550006	1.4103658	1.4840549	1.4887323	1.5146453	1.5776098	1.5839682	1.4599605	1.5016397	1.4978808	1.6019963	1.6249988	1.6251072	1.5204439	1.5645082	1.6428313	1.5172061	1.4042538	1.5767256	1.4891453
Conserved_Mammal_phastCons46way	17.024885	11.2400055	16.597075	10.885552	8.335856	9.650469	11.680676	12.579855	8.460315	9.562702	8.191265	7.339037	7.668032	8.212677	8.940311	8.369039	7.5899963	10.398189	12.112071	8.434046	8.487114	9.622409	9.656174	9.908724	10.624573	11.8732	13.699735	13.726703	16.10324	10.326584	19.025003	16.117044	14.528992	14.18268	11.117783	10.995603	16.501837	13.129871	14.273307	11.085086	9.153839	11.071564	9.362702	12.829706	11.62463	14.400021	17.775072	11.911974	14.828395
Conserved_Mammal_phastCons46way.flanking.500	1.5103283	1.7251087	1.5403483	1.7000204	1.6435989	1.6838951	1.6945311	1.5789152	1.722535	1.7447283	1.7502025	1.805668	1.7244592	1.7543919	1.7976973	1.7152944	1.6589025	1.7449927	1.608903	1.6109992	1.8118018	1.6508776	1.697112	1.6922737	1.6063731	1.549527	1.6126566	1.6505699	1.5773549	1.5927895	1.4500191	1.5475155	1.5374429	1.5700654	1.6301777	1.6479355	1.504959	1.5475445	1.5464866	1.672017	1.6820362	1.6808159	1.5195662	1.5994858	1.7246433	1.5742279	1.4453892	1.6167778	1.5203758
Conserved_Primate_phastCons46way	19.737986	12.591941	19.089657	12.384747	9.451726	10.844219	13.314754	14.635492	9.469504	10.767416	9.031084	7.9683275	8.486072	9.088061	9.74159	9.370451	8.519817	11.829749	14.026543	9.681802	9.494431	11.049388	11.043813	11.366382	12.296518	13.852682	15.73612	15.728014	18.574566	11.957174	21.672417	18.665737	16.984009	16.341719	12.823675	12.531988	18.980217	15.291165	16.65448	12.567711	10.458413	12.749558	10.887429	14.913826	13.160318	16.74032	20.873293	13.815092	17.339443
Conserved_Primate_phastCons46way.flanking.500	2.3660603	2.4381912	2.3661942	2.4649136	2.2541368	2.3225176	2.4897747	2.4648485	2.3257701	2.4362056	2.3029256	2.2899098	2.2502937	2.3228817	2.3646948	2.3258286	2.2085593	2.5520847	2.436439	2.4608295	2.4926703	2.396514	2.471321	2.4986124	2.5647426	2.5419965	2.4214513	2.4933226	2.4463527	2.3901227	2.2494922	2.4235623	2.425277	2.370275	2.4556108	2.366589	2.3070493	2.3761427	2.4391546	2.3880737	2.4391682	2.569098	2.4226222	2.619241	2.504814	2.4513483	2.4747372	2.5787404	2.5608943
Conserved_Vertebrate_phastCons46way	12.352279	8.429953	12.099309	8.106768	6.2847166	7.264549	8.668399	9.172921	6.4288497	7.207012	6.292141	5.7321424	5.894255	6.3002486	6.8866315	6.3620267	5.786505	7.7499638	8.885698	6.228181	6.4557624	7.151485	7.188119	7.351401	7.7578754	8.599891	10.05943	10.102399	11.74849	7.6033893	13.803292	11.723579	10.536315	10.37399	8.189666	8.170763	11.996994	9.574284	10.3629	8.256309	6.823868	8.152384	6.829941	9.304268	8.666376	10.483132	12.712836	8.685169	10.672932
Conserved_Vertebrate_phastCons46way.flanking.500	1.3341755	1.523579	1.3569202	1.5083367	1.480424	1.5033373	1.4994478	1.4109682	1.540256	1.5498292	1.5625321	1.6107863	1.546968	1.5654541	1.5925305	1.5347612	1.4964395	1.5457797	1.4345638	1.4569852	1.6077737	1.4792472	1.514454	1.5097837	1.4439921	1.3962533	1.427217	1.4546864	1.387396	1.4317079	1.276757	1.3664229	1.3700302	1.3934566	1.4557405	1.4685634	1.332701	1.3833033	1.3780204	1.4860845	1.505793	1.4953245	1.3833506	1.4286994	1.5214541	1.3973083	1.2922301	1.4446012	1.361102
DGF_ENCODE	4.083367	4.1655927	4.3234115	3.7985568	3.677847	4.0012746	3.8722308	3.169048	3.82387	3.8369942	3.9002573	3.8261871	3.839928	3.8403804	4.038871	3.7261984	3.6563177	3.621874	3.5772457	2.246408	3.6788633	3.4400306	3.4162488	3.3124216	2.2325983	2.1058908	4.0910983	3.974886	4.06052	3.1758726	4.731605	3.8867152	3.4973433	4.1398535	3.3454971	3.976795	4.4438133	3.6423802	3.4239519	4.0756264	3.2938194	3.1445453	1.8878398	2.4111648	3.977141	3.6304398	2.3730507	2.6512685	2.2610004
DGF_ENCODE.flanking.500	0.9228143	0.9867212	0.9023994	1.0219941	1.0446196	1.011223	1.0084772	0.97878194	1.0571197	1.0449562	1.0643238	1.104722	1.0724926	1.0717267	1.0503502	1.0655272	1.0694032	1.0525202	0.98717767	0.97520804	1.0906782	1.0319349	1.0499841	1.0483925	0.9458148	0.8907278	0.95072377	0.9800537	0.95127565	0.99871206	0.8161477	0.95525694	0.9597895	0.92571014	1.0120641	0.9857627	0.8657953	0.952571	0.96392304	0.9831748	1.0559183	1.0358157	0.8622643	0.96713156	1.0083549	0.97114944	0.93774587	0.9914283	0.9271614
DHS_Trynka	3.8055117	3.4719543	3.8814943	3.3467371	3.0809705	3.2786937	3.4350336	3.079759	3.151834	3.2665308	3.1135826	2.99273	3.0535927	3.1045494	3.1629374	3.1098654	2.9971094	3.2914138	3.2903478	2.3216534	3.1686385	3.084211	3.1123896	3.0773787	2.3964486	2.3134735	3.6326802	3.5972338	3.7657068	2.9551432	4.171384	3.6693542	3.3721244	3.663526	3.1194115	3.391516	3.929202	3.3548014	3.3081882	3.4442499	3.0195892	3.0520804	2.0501394	2.6441116	3.4726179	3.4418185	2.7741492	2.763119	2.5769725
DHS_Trynka.flanking.500	0.8518794	1.0405214	0.84627974	1.0476137	1.1209809	1.0909724	1.0196004	0.9989791	1.1447637	1.1022059	1.1829795	1.2554779	1.1956977	1.18123	1.1905047	1.1457375	1.1673248	1.0670724	0.9975483	1.0818726	1.1515598	1.0751437	1.0833042	1.0792016	1.0516956	1.0172329	0.9353688	0.9587192	0.8907816	1.0461091	0.73134345	0.89822865	0.9387122	0.9080469	1.0372063	1.0248101	0.8123028	0.95269644	0.95275944	1.0246937	1.0947325	1.057513	1.0160296	1.0344155	1.0269314	0.94856465	0.976686	1.0435694	1.0052258
DHS_peaks_Trynka	4.595081	4.1723886	4.7310843	3.9581964	3.6010122	3.8931632	4.0802627	3.5631998	3.7121215	3.8630111	3.6772642	3.5278702	3.5892828	3.6606114	3.771459	3.648089	3.4932647	3.8631766	3.8626912	2.5607367	3.7215133	3.5859747	3.6169338	3.5627677	2.6500928	2.5474553	4.364949	4.307759	4.543868	3.4062328	5.175837	4.393386	3.9653447	4.4090724	3.6249607	4.034214	4.7986083	3.9563925	3.8753245	4.115979	3.489631	3.5166602	2.2269866	2.9517674	4.146397	4.0676556	3.1041791	3.1220527	2.8613372
Enhancer_Andersson	14.462522	12.473348	15.896441	9.81944	10.325162	12.453191	10.291615	8.979883	9.927093	9.470474	10.613745	9.252182	10.600104	9.787743	11.421884	9.310935	9.9989605	7.9999332	10.438032	4.788308	7.3091745	8.704045	7.8115625	7.4807787	5.190544	5.658128	13.440296	11.166584	12.228498	8.651804	23.455402	12.051817	11.076979	15.422659	8.676498	12.67752	20.058723	12.358592	10.696308	12.9207945	7.3378677	7.0292916	5.0876007	5.813863	10.344843	10.8743305	6.92266	6.254369	6.2900953
Enhancer_Andersson.flanking.500	4.5980806	4.7440467	4.9090967	4.0328674	4.4514337	4.9064713	4.083995	3.413134	4.427475	4.124297	4.7361617	4.564231	4.782456	4.479528	4.8921714	4.226559	4.5137615	3.5447628	3.9629507	2.2004402	3.6258085	3.7171957	3.4629118	3.3092177	2.189856	2.2178988	4.642439	4.1141243	4.1805286	3.515445	5.956128	4.1188006	3.9184837	5.0055056	3.5252426	4.736597	5.701002	4.337925	3.8133185	4.819372	3.3350134	3.0204463	2.0793333	2.35227	4.141112	3.901798	2.481526	2.5790837	2.3596482
Enhancer_Hoffman	6.9844975	6.7015357	7.426351	5.813455	5.927828	6.6130376	5.971807	5.0003395	5.9881682	5.815596	6.2141523	5.9113755	6.1890125	5.956953	6.436903	5.7245917	5.8546343	5.2459574	5.7366977	3.1364133	5.1938634	5.2599697	5.0125656	4.8286867	3.2027962	3.2130325	6.8110895	6.2068443	6.4969697	4.9627695	8.935714	6.3135643	5.818775	7.214117	5.1106014	6.58925	8.261762	6.2046604	5.635807	6.747267	4.796707	4.5204563	2.88319	3.5539248	6.0701866	5.856496	3.8404765	3.872077	3.5413632
Enhancer_Hoffman.flanking.500	2.7337527	3.809795	3.1015494	3.0819182	3.2143424	3.6619384	3.0710378	2.0890896	3.60511	3.425976	4.124652	4.4824643	3.9997084	3.9629414	4.5969486	3.495085	3.484315	2.838712	2.524223	1.4787086	3.3378417	2.6113937	2.6042984	2.454326	1.3782289	1.254711	3.0526588	2.9671962	2.8091795	2.2455661	3.479681	2.6005168	2.2156317	3.0360708	2.3869288	3.2641935	3.1964738	2.4781408	2.2130728	3.4451196	2.4941907	2.1809468	1.1390588	1.4371572	3.3194494	2.4205732	1.309713	1.646766	1.2932695
FetalDHS_Trynka	5.789232	5.011923	5.9120417	4.752809	4.2791085	4.6689706	4.9255443	4.4835052	4.35754	4.5618424	4.3148384	4.0640774	4.2056565	4.277108	4.451572	4.280378	4.111771	4.605783	4.773489	3.2048564	4.299193	4.31957	4.331674	4.2937727	3.4129431	3.3647332	5.3820634	5.2655215	5.631392	4.1980085	6.6003094	5.497625	5.0192895	5.503033	4.447032	4.902901	6.086549	4.96436	4.906738	4.982509	4.1705365	4.3147235	2.9264863	3.844924	4.969693	5.0897727	4.2077184	3.9703174	3.8353636
FetalDHS_Trynka.flanking.500	1.3923961	1.6503264	1.4062529	1.624149	1.6631761	1.6687497	1.6010956	1.4513749	1.7363939	1.7013606	1.7924992	1.8931746	1.7917721	1.7876803	1.8238274	1.7236751	1.7196363	1.6504213	1.507701	1.406118	1.7707678	1.5854443	1.614612	1.5972898	1.3750619	1.3069619	1.4990915	1.5381349	1.4615307	1.49824	1.2652823	1.4401271	1.4225616	1.4515492	1.5292305	1.5848575	1.3493223	1.4418417	1.4301316	1.6053843	1.6066291	1.5515264	1.2486931	1.4036164	1.631772	1.4643546	1.3316164	1.4456451	1.3352247
GERP.RSsup4	24.607153	14.911077	23.881933	14.507833	10.811614	12.67217	15.690203	17.48081	10.814784	12.396075	10.259638	8.898745	9.577974	10.324102	11.248922	10.65389	9.632038	13.622243	16.674255	11.151617	10.658889	12.783788	12.69485	13.0866165	14.493116	16.533632	19.091076	18.972048	22.951424	13.983635	27.660769	23.086655	20.680834	19.955	15.09271	14.834727	23.698944	18.423813	20.183834	14.881176	11.991269	14.8596325	12.832564	17.81241	15.504462	20.354546	25.93927	16.352324	21.152308
H3K27ac_Hnisz	2.0978992	2.271208	2.1937284	2.1225917	2.1551683	2.2533927	2.1310089	1.7870499	2.2265851	2.1858554	2.2876089	2.3117816	2.2783296	2.257997	2.330336	2.1872652	2.1875408	2.0576262	1.9814768	1.4217198	2.1561756	1.9906075	1.9799293	1.9259465	1.3650099	1.2778752	2.1640105	2.1217625	2.1065295	1.8429239	2.2966616	2.037439	1.8973138	2.1666706	1.9057295	2.1892316	2.2331862	1.983276	1.872034	2.2311227	1.9396048	1.8149316	1.201804	1.4296165	2.1795444	1.9590787	1.364939	1.5582758	1.3340225
H3K27ac_Hnisz.flanking.500	0.37920514	0.30753118	0.35298496	0.3467107	0.32432932	0.30316973	0.34820813	0.400507	0.30819866	0.32490543	0.29198146	0.27914372	0.28847814	0.30145222	0.27828813	0.32612222	0.316732	0.3652629	0.36889407	0.44837177	0.33580738	0.36404297	0.37387186	0.38430676	0.43899298	0.42693663	0.34486455	0.3569048	0.36808932	0.38504362	0.36006305	0.38462684	0.39188337	0.34507895	0.386033	0.32484588	0.35123572	0.3712143	0.39637884	0.31586087	0.3861619	0.4061595	0.4269735	0.44521555	0.33623663	0.38163614	0.4639781	0.433525	0.45052558
H3K27ac_PGC2	2.7501528	2.9580746	2.8998415	2.7006361	2.7265258	2.9089959	2.7241468	2.2344038	2.8346882	2.7805579	2.9412699	2.9633434	2.9165885	2.8852935	3.0308084	2.770552	2.767261	2.584191	2.512108	1.6708816	2.7031054	2.4828918	2.4612284	2.3836157	1.6225986	1.5288835	2.8150618	2.7340994	2.7371109	2.285938	3.1227753	2.6364207	2.4185584	2.839721	2.3794625	2.8236969	2.9896557	2.540297	2.3791225	2.891157	2.3944328	2.2380145	1.4057684	1.7302352	2.7991009	2.5020194	1.6910262	1.8934029	1.6250045
H3K27ac_PGC2.flanking.500	0.7160438	0.8965541	0.7339332	0.89097357	0.96601576	0.9453562	0.8672477	0.7481819	0.9977768	0.9535127	1.0250669	1.0843457	1.0405501	1.0292807	1.0114337	0.99772966	1.0135069	0.8918501	0.8047844	0.736398	1.000787	0.89211226	0.89354825	0.8720616	0.672075	0.6067226	0.7979378	0.8141795	0.7580151	0.81753063	0.6402873	0.7419599	0.7255485	0.7651523	0.82883424	0.87879884	0.69080627	0.7616899	0.7289098	0.8825443	0.89737654	0.8126493	0.6108903	0.6510148	0.88181275	0.75515914	0.5702499	0.7115859	0.5941323
H3K4me1_Trynka	2.2152767	2.2845948	2.2528484	2.228514	2.2124164	2.266468	2.2367861	2.0115786	2.2623518	2.2561798	2.2838488	2.297135	2.276246	2.275781	2.2998345	2.2430544	2.2254632	2.2108045	2.1383574	1.7000159	2.2556467	2.1367614	2.1474454	2.116584	1.6792206	1.5880171	2.2413175	2.2384257	2.2354918	2.0269086	2.262727	2.1950865	2.0946755	2.2295742	2.0929675	2.2408283	2.2470357	2.124513	2.075617	2.2633595	2.115823	2.0574796	1.4775333	1.7718096	2.2617097	2.1396008	1.7447463	1.8664699	1.690514
H3K4me1_Trynka.flanking.500	0.2109497	0.16714391	0.19417264	0.19019568	0.20682667	0.17961739	0.1859841	0.30504364	0.17479824	0.17443024	0.16636875	0.1547812	0.17134081	0.16887802	0.16059998	0.18645121	0.20200029	0.19239159	0.24131986	0.45759943	0.16724777	0.24077082	0.23023942	0.24592213	0.46133792	0.5050974	0.19173045	0.18683326	0.19097121	0.29965472	0.21617909	0.21465594	0.2660558	0.20500101	0.26294374	0.19263451	0.20901325	0.2547417	0.27729583	0.17924766	0.24836437	0.2738968	0.560179	0.41658366	0.1717464	0.24131626	0.44265762	0.3712146	0.46545196
H3K4me1_peaks_Trynka	3.393256	3.3120415	3.4587884	3.1977017	3.0845416	3.2223146	3.2458866	2.8629634	3.1542542	3.1872427	3.153966	3.1009142	3.1190875	3.138326	3.1707	3.1129854	3.0512466	3.1383994	3.0973809	2.2065809	3.1304865	2.9971223	3.0013738	2.947284	2.212791	2.1060665	3.3523722	3.3105307	3.372061	2.8358881	3.5846097	3.2973335	3.0877964	3.3671808	2.9590254	3.2527118	3.5060666	3.1333485	3.0356522	3.2936652	2.9273427	2.8626397	1.915095	2.3934581	3.2835486	3.1476252	2.4050274	2.5443363	2.289268
H3K4me3_Trynka	4.630194	4.8305507	4.94178	4.2539625	4.1520066	4.6299253	4.341436	3.5039287	4.369101	4.342197	4.589857	4.569691	4.496403	4.4751754	4.8749804	4.240212	4.1816406	3.986459	3.977335	2.3897445	4.104548	3.783161	3.7355134	3.6075199	2.4171047	2.3224123	4.636746	4.4582553	4.552937	3.4882085	5.5579762	4.358203	3.9048648	4.7355924	3.679846	4.5313706	5.1662145	4.0947104	3.8265786	4.6661777	3.57938	3.417529	2.0585675	2.6475294	4.49186	4.0467763	2.713771	2.884668	2.5450814
H3K4me3_Trynka.flanking.500	1.2183193	1.3665111	1.1874462	1.4290375	1.4956914	1.4204767	1.4034923	1.2866858	1.5171722	1.479376	1.5186833	1.5871469	1.5404826	1.5258061	1.4584213	1.5184722	1.5348346	1.4714347	1.3424503	1.2060589	1.5547769	1.4285388	1.4483776	1.434763	1.1463413	1.0681782	1.2974232	1.3404834	1.281751	1.3465598	0.9790236	1.2750614	1.2739173	1.2389075	1.3694853	1.3720304	1.1050937	1.283175	1.2721053	1.3748361	1.4546326	1.3763394	1.0279313	1.1852062	1.4062948	1.300398	1.1205649	1.2473899	1.1067221
H3K4me3_peaks_Trynka	7.2953773	6.893935	7.715415	6.016527	5.765889	6.548728	6.2193832	5.238603	5.945766	5.9663897	6.2046294	5.981186	6.0426254	6.008671	6.618998	5.75141	5.669274	5.5100408	5.893488	3.3338077	5.412847	5.334194	5.176639	5.0183578	3.4956942	3.4894807	6.997447	6.5533805	6.895165	5.0656333	9.175348	6.681758	6.0498524	7.3279963	5.3137145	6.6017513	8.364516	6.312508	5.8865576	6.773862	4.9348927	4.8210087	3.0736766	3.9088252	6.3693542	6.1271873	4.25931	4.2030864	3.9174945
